id,name,x,y,faction1,faction2,faction3,faction4,indType,factories,polType
322,Bhykov,70.051,-228.303,null,null,null,null,Other,0,Other
323,Bicester,148.628,227.948,DC,Benjamin Military District,Xinyang Prefecture,null,Other,0,Other
324,Biegga,-189.757,382.354,null,null,null,null,Other,0,Other
325,Biham,71.853,36.654,DC,Dieron Military District,Al Na'ir Prefecture,null,Other,0,Other
326,Bilma,111.212,321.113,null,null,null,null,Other,0,Other
327,Biloela,-351.280,-12.710,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
328,Binyang,-370.409,21.414,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
329,Biota,-44.735,271.632,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
330,Birmensdorf,383.083,-270.932,FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region,Other,0,Other
331,Birqash,275.802,-266.270,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Other,0,Other
332,Bismarck,-245.316,-264.984,FWL,null,null,null,Other,0,Other
333,Bithinia,-18.878,-178.455,CC,Capella Commonality,Region 1,null,Other,0,Other
334,Biuque,-223.115,245.005,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
335,Bjarred,243.394,408.678,DC,Pesht Military District,Bjarred Prefecture,null,Other,0,Minor Capital
336,Bjornlunda,-149.967,88.354,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
337,Black Earth,-180.395,393.639,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
338,Blackjack,-156.905,364.430,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
339,Blackstone,-123.877,473.522,OC,null,null,null,Other,0,Other
340,Blair Atholl,-98.763,271.115,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
341,Blandinsville,227.989,-32.874,FS,Crucis March,Markesan Operational Area,Achemar Combat Region,Other,0,Other
342,Blandou,120.873,-280.959,null,null,null,null,Other,0,Other
343,Blida,168.303,-240.211,null,null,null,null,Other,0,Other
344,Blommestein,724.778,222.868,null,null,null,null,Other,0,Other
345,Blue Diamond,-41.623,181.415,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
346,Blue Hole,-186.646,348.664,LC,Protectorate of Donega,Coventry Province,null,Other,0,Other
347,Blue Sava,-33.310,-66.814,null,null,null,null,Other,0,Other
348,Blueys,601.610,296.350,null,null,null,null,Other,0,Other
349,Bluford,447.440,-80.182,FS,Crucis March,Minette Operational Area,Point Barrow Combat Region,Other,0,Other
350,Blumenort,-208.842,296.446,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
351,Boara,-310.769,481.440,null,null,null,null,Other,0,Other
352,Boardwalk,-13.703,-197.583,CC,Capella Commonality,Region 5,null,Other,0,Other
353,Bobruisk,-336.189,-15.482,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
354,Bodnath,157.540,-259.220,null,null,null,null,Other,0,Other
355,Boeotia,160.821,-136.233,null,null,null,null,Other,0,Other
356,Bogard,269.339,-32.361,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
357,Bogerth,67.938,-256.430,null,null,null,null,Other,0,Other
358,Bogrib,-139.179,-305.873,null,null,null,null,Other,0,Other
359,Bolan,-277.973,5.192,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Minor Capital
360,Bonaire,-44.042,-96.418,null,null,null,null,Other,0,Other
361,Bondurant,-162.862,-45.280,FWL,Silver Hawks Coalition,null,null,Other,0,Other
362,Bone-Norman,-185.360,424.923,LC,Tamar Pact,Trellshire,null,Other,0,Other
363,Bonneau,396.266,-165.967,FS,Crucis March,Minette Operational Area,Point Barrow Combat Region,Other,0,Other
364,Booker,-237.650,-357.776,MOC,null,null,null,Other,0,Other
365,Boondock,590.899,21.414,FS,Draconis March,Woodbine Operational Area,Kilbourne PDZ,Other,0,Other
366,Bora,38.768,-157.740,CC,Sarna Commonality,Region 4,null,Other,0,Other
367,Borden,51.427,-370.734,CC,Sian Commonality,Region 9,null,Other,0,Other
368,Bordon,-63.082,-33.391,FWL,null,null,null,Other,0,Other
369,Borgan's Rift,-105.063,-412.086,MOC,null,null,null,Other,0,Other
370,Borghese,-79.282,210.528,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
371,Borka,-56.598,-325.638,null,null,null,null,Other,0,Other
372,Bossangoa,731.853,277.423,null,null,null,null,Other,0,Other
373,Botany Bay,-177.828,483.083,MV,null,null,null,Other,0,Other
374,Bothwell,482.576,23.941,null,null,null,null,Other,0,Other
375,Bougie,-505.773,215.463,null,null,null,null,Other,0,Other
376,Boulsi,778.124,189.993,null,null,null,null,Other,0,Other
377,Bountiful Harvest,-137.281,261.032,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
378,Bowang,-315.093,-159.326,FWL,null,null,null,Other,0,Other
379,Braben's Frontier,580.482,206.470,null,null,null,null,Other,0,Other
380,Brabent,174.029,-192.577,null,null,null,null,Other,0,Other
381,Brailsford,327.490,385.138,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Other
382,Branzoll,207.085,-175.168,null,null,null,null,Other,0,Other
383,Brasha,436.566,194.866,OA,Ramora Province,null,null,Other,0,Other
384,Braum,103.719,-315.560,null,null,null,null,Other,0,Other
385,Braunton,129.240,237.243,DC,Benjamin Military District,Xinyang Prefecture,null,Other,0,Other
386,Breed,195.410,39.755,FS,Draconis March,Robinson Operational Area,Raman PDZ,Other,0,Other
387,Bremen,-472.113,338.415,null,null,null,null,Other,0,Other
388,Bremond,388.248,58.630,FS,Draconis March,Woodbine Operational Area,Bremond PDZ,Other,0,Other
389,Brest,30.759,-303.500,null,null,null,null,Other,0,Other
390,Breukelen,-88.149,141.349,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
391,Brighton,79.087,-200.359,CC,St. Ives Commonality,Region 2,null,Other,0,Other
392,Brihuega,354.897,391.082,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Other
393,Bringdam,101.458,-409.107,AuC,null,null,null,Other,0,Other
394,Brinton,134.638,-411.522,TC,null,null,null,Other,0,Other
395,Brisbane,154.953,-398.782,TC,Hyades Union,null,null,Other,0,Other
396,Bristol,179.097,-65.984,FS,Crucis March,Markesan Operational Area,Achemar Combat Region,Other,0,Other
397,Brixtana,-91.651,-450.122,MOC,null,null,null,Other,0,Other
398,Broaddus,465.025,55.784,FS,Draconis March,Woodbine Operational Area,Milligan PDZ,Other,0,Other
399,Brocchi's Cluster,160.691,387.513,DC,Pesht Military District,Albiero Prefecture,null,Other,0,Other
400,Brockton,531.977,-119.184,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
401,Brockway,218.167,-355.971,FS,Capellan March,Taygeta Operational Area,Altair PDZ,Other,0,Other
402,Broken Wheel,534.290,-173.501,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
403,Bromhead,159.739,-377.477,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
404,Brookeland,440.204,70.523,FS,Draconis March,Woodbine Operational Area,Bryceland PDZ,Other,0,Other
405,Brooloo,-267.032,284.556,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
406,Brownsville,6.466,-29.788,null,null,null,null,Other,0,Other
407,Bruben,-5.704,388.468,DC,Rasalhague Military District,Kirchbach Prefecture,null,Other,0,Other
408,Brundage,403.502,49.323,FS,Draconis March,Woodbine Operational Area,Bremond PDZ,Other,0,Other
409,Brusett,245.563,-328.119,FS,Capellan March,Taygeta Operational Area,Warren PDZ,Other,0,Other
410,Bryant,13.177,-13.229,CC,Tikonov Commonality,Region 1,null,Other,0,Other
411,Bryceland,406.606,97.919,FS,Draconis March,Woodbine Operational Area,Bryceland PDZ,Other,0,Other
412,Buchlau,70.048,-68.804,CC,Tikonov Commonality,Region 7,null,Other,0,Other
413,Bucklands,-326.196,330.561,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
414,Buckminster,17.582,154.653,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Minor Capital
415,Budingen,382.302,162.025,DC,Galedon Military District,Kaznejoy Prefecture,null,Other,0,Other
416,Buena,-400.433,35.625,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
417,Buenos Aires,18.092,-341.994,CC,Sian Commonality,Region 8,null,Other,0,Other
418,Burnt Rock,-328.509,191.528,null,null,null,null,Other,0,Other
419,Burton,185.434,-420.735,TC,Hyades Union,null,null,Other,0,Other
420,Bushmill,3.025,329.358,null,null,null,null,Other,0,Other
421,Butler,-126.179,375.283,LC,Tamar Pact,Trellshire,null,Other,0,Other
422,Butte Hold,-100.816,462.398,I,null,null,null,Other,0,Other
423,Butzfleth,-108.041,-373.809,FWL,null,null,null,Other,0,Other
424,Bye's Ship,-250.981,-493.657,null,null,null,null,Other,0,Other
425,Byesville,132.602,335.734,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
426,Cabanatuan,292.485,448.092,null,null,null,null,Other,0,Other
427,Cadela,426.669,-390.876,null,null,null,null,Other,0,Other
428,Cadiz,122.004,149.102,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
429,Caerlaverock,488.177,43.475,null,null,null,null,Other,0,Other
430,Caesaera,233.978,356.372,null,null,null,null,Other,0,Other
431,Cahokia,288.727,-72.946,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
432,Caillinius,-130.967,540.409,null,null,null,null,Other,0,Other
433,Cajamarca,-243.235,-162.892,FWL,null,null,null,Other,0,Other
434,Calafell,-366.542,130.232,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
435,Calchedon,-366.936,-96.040,null,null,null,null,Other,0,Other
436,Caldarium,-444.773,234.442,I,null,null,null,Other,0,Other
437,Caldrea,33.853,193.307,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Other
438,Caldwell,332.592,-325.176,FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region,Other,0,Other
439,Caledea,-283.323,215.575,null,null,null,null,Other,0,Other
440,Caledonia,-121.025,37.179,LC,Federation of Skye,Rahneshire,null,Other,0,Other
441,Calingasta,670.847,182.793,null,null,null,null,Other,0,Other
442,Calish,457.600,159.587,OA,Ramora Province,null,null,Other,0,Other
443,Callison,-62.556,-15.044,FWL,Silver Hawks Coalition,null,null,Other,0,Other
444,Callisto,-156.589,123.798,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
445,Calloway,-58.168,-199.567,FWL,Duchy of Oriente,null,null,Minor Industrial,1,Other
446,Calpaca,-20.166,-214.831,CC,Sian Commonality,Region 1,null,Other,0,Other
447,Calseraigne,-8.281,-367.667,FWL,null,null,null,Other,0,Other
448,Calvados,-459.055,-6.629,null,null,null,null,Other,0,Other
449,Camadeierre,217.730,-401.501,TC,Hyades Union,null,null,Other,0,Other
450,Cambiano,351.538,-241.982,FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region,Other,0,Other
451,Cameron,-157.697,-196.793,FWL,Principality of Regulus,null,null,Other,0,Other
452,Cameron,-172.970,167.203,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
453,Camlann,-153.871,-233.875,FWL,null,null,null,Other,0,Other
454,Camlann,0.521,165.620,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Other
455,Cammal,111.400,-164.975,FS,Capellan March,Kathil Operational Area,Alcyone PDZ,Other,0,Other
456,Campbelton,-168.439,-112.094,FWL,Marik Commonwealth,null,null,Other,0,Other
457,Campertown,-5.436,-159.326,CC,Sarna Commonality,Region 6,null,Other,0,Other
458,Campoleone,-299.830,-291.844,FWL,Rim Commonality,null,null,Other,0,Other
459,Canal,-377.634,307.298,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
460,Candiear,-203.780,-419.341,MOC,null,null,null,Other,0,Other
461,Canonbie,-122.017,67.163,LC,Federation of Skye,Rahneshire,null,Other,0,Other
462,Canopus,-147.166,-394.997,MOC,null,null,null,Minor Industrial,2,Faction Capital
463,Cap Rouge,-123.612,-307.697,FWL,null,null,null,Other,0,Other
464,Capac,310.184,-56.394,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
465,Capella,38.133,-172.157,CC,Capella Commonality,Region 2,null,Major Industrial,4,Major Capital
466,Caph,12.917,-0.564,FS,Draconis March,Robinson Operational Area,Addicks PDZ,Other,0,Other
467,Capolla,8.003,-41.409,CC,Tikonov Commonality,Region 4,null,Other,0,Other
468,Capra,340.416,105.709,DC,Galedon Military District,Kaznejoy Prefecture,null,Other,0,Other
469,Capricorn,87.616,-186.380,CC,Capella Commonality,Region 4,null,Other,0,Other
470,Caracol,273.349,398.823,null,null,null,null,Other,0,Other
471,Carbonis,-47.580,-175.575,FWL,Duchy of Orloff,null,null,Other,0,Other
472,Carcassonne,380.381,18.128,null,null,null,null,Other,0,Other
473,Cardff,-377.873,-5.998,null,null,null,null,Other,0,Other
474,Caria,157.768,-125.011,null,null,null,null,Other,0,Other
475,Caripare,146.814,291.272,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
476,Carlisle,-304.983,88.880,LC,Protectorate of Donegal,Alarion Province,null,Minor Industrial,1,Other
477,Carmacks,183.783,-236.833,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Other,0,Other
478,Carmelita,749.431,237.950,null,null,null,null,Other,0,Other
479,Carmen,28.430,-264.486,CC,Sian Commonality,Region 5,null,Other,0,Other
480,Carmichael,199.553,-349.033,FS,Capellan March,Taygeta Operational Area,Altair PDZ,Other,0,Other
481,Carnac,233.807,-24.011,null,null,null,null,Other,0,Other
482,Carnwath,-63.082,82.416,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
483,Carse,-15.777,239.059,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
484,Carsphairn,-96.168,38.985,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
485,Carstairs,-77.040,139.279,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
486,Cartago,139.836,-10.127,FS,Draconis March,Robinson Operational Area,Kentares PDZ,Other,0,Other
487,Carver,-5.436,-20.722,CC,Tikonov Commonality,Region 1,null,Other,0,Other
488,Cascade,-223.115,-47.613,FWL,null,null,null,Other,0,Other
489,Caselton,115.467,-32.666,FS,Draconis March,Robinson Operational Area,Kentares PDZ,Other,0,Other
490,Casere,77.800,343.743,DC,Rasalhague Military District,Alshain Prefecture,null,Other,0,Other
491,Cassias,317.678,79.828,FS,Draconis March,Robinson Operational Area,Dahar PDZ,Other,0,Other
492,Castor,-40.430,-16.683,FWL,null,null,null,Other,0,Other
493,Castrovia,13.692,-252.594,CC,Sian Commonality,Region 3,null,Other,0,Other
494,Cate's Hold,-69.555,-471.669,MOC,null,null,null,Other,0,Other
495,Catroxx,-90.857,-36.364,null,null,null,null,Other,0,Other
496,Cavalor,60.990,-387.783,CC,Sian Commonality,Region 14,null,Other,0,Other
497,Cavanaugh,-307.125,-52.558,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
498,Cayuga,-280.178,-513.855,null,null,null,null,Other,0,Other
499,Ceará,-221.311,-322.913,null,null,null,null,Other,0,Other
500,Cebalrai,-8.289,119.379,DC,Dieron Military District,Vega Prefecture,null,Other,0,Other
501,Ceiba,720.200,266.605,null,null,null,null,Other,0,Other
502,Celebes,118.075,75.829,null,null,null,null,Other,0,Other
503,Celentaro,339.936,-348.979,TC,Perdition Union,null,null,Other,0,Other
504,Centavido,257.724,-368.727,null,null,null,null,Other,0,Other
505,Ceram,-518.535,171.094,null,null,null,null,Other,0,Other
506,Cerberus,475.838,190.466,OA,Cerberus Province,null,null,Other,0,Major Capital
507,Cerignola,-328.010,-286.324,null,null,null,null,Other,0,Other
508,Cerillos,-369.902,-81.213,FWL,null,null,null,Other,0,Other
509,Cerulean,412.809,-80.698,FS,Crucis March,Minette Operational Area,Tsamma Combat Region,Other,0,Other
510,Ceuta,-538.748,199.654,null,null,null,null,Other,0,Other
511,Chaffee,-95.395,82.416,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
512,Chagos,-263.651,-226.229,FWL,null,null,null,Other,0,Other
513,Chahar,-198.534,340.642,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
514,Chakachamna,299.848,-181.231,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
515,Chalouba,-277.927,-141.685,FWL,null,null,null,Other,0,Other
516,Chamdo,10.332,-152.286,CC,Sarna Commonality,Region 6,null,Other,0,Other
517,Champadanga,-381.806,216.314,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
518,Chandler,47.037,207.265,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Other
519,Chanute,463.735,23.474,FS,Draconis March,Woodbine Operational Area,Mayetta PDZ,Other,0,Other
520,Chapineria,292.088,392.083,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Other
521,Chapultepec,-240.361,343.486,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
522,Chara,-29.214,6.414,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
523,Charity,315.099,263.937,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
524,Charleywood,275.718,-21.722,null,null,null,null,Other,0,Other
525,Chateau,-75.747,395.445,LC,Tamar Pact,Trellshire,null,Other,0,Other
526,Chatham,180.940,250.168,DC,Pesht Military District,Kagoshima Prefecture,null,Major Industrial,3,Other
527,Chaumont,360.585,17.213,null,null,null,null,Other,0,Other
528,Chaville,17.398,46.931,null,null,null,null,Other,0,Other
529,Chebanse,225.145,-102.928,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Other,0,Other
530,Chengdu,-29.575,-170.358,null,null,null,null,Other,0,Other
531,Chenier,580.569,-41.409,FS,Draconis March,Woodbine Operational Area,Milligan PDZ,Other,0,Other
532,Chennai,10.046,-374.191,null,null,null,null,Other,0,Other
533,Cheriton,244.780,328.533,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
534,Chertan,-74.708,-15.558,FWL,null,null,null,Other,0,Other
535,Chesterton,115.619,-71.037,FS,Capellan March,Kathil Operational Area,Valexa PDZ,Other,0,Other
536,Chhaprauli,-346.127,219.417,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
537,Chiavenna,-380.518,88.355,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
538,Chichibu,90.467,74.914,DC,Dieron Military District,Ashio Prefecture,null,Other,0,Other
539,Chillon,227.851,-242.960,null,null,null,null,Other,0,Other
540,Chilung,-123.603,-247.142,FWL,null,null,null,Other,0,Other
541,Chimpaw,45.162,154.465,null,null,null,null,Other,0,Other
542,Chinmen Tao,341.208,215.537,DC,Galedon Military District,New Samarkand Prefecture,null,Other,0,Other
543,Chirala,385.662,240.871,DC,Galedon Military District,New Samarkand Prefecture,null,Other,0,Other
544,Chirikof,335.799,-233.463,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Minor Capital
545,Chisholm,1.540,-50.974,CC,Tikonov Commonality,Region 4,null,Other,0,Other
546,Chita,-489.077,290.188,null,null,null,null,Other,0,Other
547,Chitwan,18.749,-172.420,null,null,null,null,Other,0,Other
548,Choex,-454.406,-44.649,null,null,null,null,Other,0,Other
549,Cholame,202.397,-31.328,FS,Crucis March,Markesan Operational Area,Achemar Combat Region,Other,0,Other
550,Chorley,332.933,379.684,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Other
551,Chota,186.624,-21.950,null,null,null,null,Other,0,Other
552,Choudrant,336.035,56.042,FS,Draconis March,Robinson Operational Area,Dahar PDZ,Other,0,Other
553,Chouli,169.583,-287.756,null,null,null,null,Other,0,Other
554,Christiania,17.531,366.005,null,null,null,null,Other,0,Other
555,Chukchi,-180.694,90.425,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
